ITEM¹øÈ£	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	»óÁ¡ ÆÇ¸Å°¡	»óÁ¡¿¡¼­ »ì ¶§	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON
16025	±¸¸®¸ñ°ÉÀÌ+5	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	4000	4000	16026	249	15	LEVEL	8	LIMIT_NONE	0	APPLY_CAST_SPEED	12	APPLY_RESIST_ELEC	6	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16026	±¸¸®¸ñ°ÉÀÌ+6	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	6000	6000	16027	250	15	LEVEL	8	LIMIT_NONE	0	APPLY_CAST_SPEED	14	APPLY_RESIST_ELEC	7	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16027	±¸¸®¸ñ°ÉÀÌ+7	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	9000	9000	16028	251	15	LEVEL	8	LIMIT_NONE	0	APPLY_CAST_SPEED	16	APPLY_RESIST_ELEC	8	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16028	±¸¸®¸ñ°ÉÀÌ+8	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	13000	13000	16029	252	15	LEVEL	8	LIMIT_NONE	0	APPLY_CAST_SPEED	18	APPLY_RESIST_ELEC	9	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16029	±¸¸®¸ñ°ÉÀÌ+9	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	20000	20000	0	0	15	LEVEL	8	LIMIT_NONE	0	APPLY_CAST_SPEED	20	APPLY_RESIST_ELEC	10	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16040	Àº¸ñ°ÉÀÌ+0	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	500	500	16041	244	15	LEVEL	15	LIMIT_NONE	0	APPLY_CAST_SPEED	2	APPLY_RESIST_WIND	1	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16041	Àº¸ñ°ÉÀÌ+1	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	800	800	16042	245	15	LEVEL	15	LIMIT_NONE	0	APPLY_CAST_SPEED	4	APPLY_RESIST_WIND	2	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16042	Àº¸ñ°ÉÀÌ+2	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	1100	1100	16043	246	15	LEVEL	15	LIMIT_NONE	0	APPLY_CAST_SPEED	6	APPLY_RESIST_WIND	3	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16043	Àº¸ñ°ÉÀÌ+3	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	1700	1700	16044	247	15	LEVEL	15	LIMIT_NONE	0	APPLY_CAST_SPEED	8	APPLY_RESIST_WIND	4	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16044	Àº¸ñ°ÉÀÌ+4	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	2500	2500	16045	248	15	LEVEL	15	LIMIT_NONE	0	APPLY_CAST_SPEED	10	APPLY_RESIST_WIND	5	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16045	Àº¸ñ°ÉÀÌ+5	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	4000	4000	16046	249	15	LEVEL	15	LIMIT_NONE	0	APPLY_CAST_SPEED	12	APPLY_RESIST_WIND	6	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16046	Àº¸ñ°ÉÀÌ+6	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	6000	6000	16047	250	15	LEVEL	15	LIMIT_NONE	0	APPLY_CAST_SPEED	14	APPLY_RESIST_WIND	7	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16047	Àº¸ñ°ÉÀÌ+7	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	9000	9000	16048	251	15	LEVEL	15	LIMIT_NONE	0	APPLY_CAST_SPEED	16	APPLY_RESIST_WIND	8	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16048	Àº¸ñ°ÉÀÌ+8	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	13000	13000	16049	252	15	LEVEL	15	LIMIT_NONE	0	APPLY_CAST_SPEED	18	APPLY_RESIST_WIND	9	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16049	Àº¸ñ°ÉÀÌ+9	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	20000	20000	0	0	15	LEVEL	15	LIMIT_NONE	0	APPLY_CAST_SPEED	20	APPLY_RESIST_WIND	10	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16060	±Ý¸ñ°ÉÀÌ+0	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	500	500	16061	244	15	LEVEL	22	LIMIT_NONE	0	APPLY_CAST_SPEED	2	APPLY_RESIST_BOW	1	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16061	±Ý¸ñ°ÉÀÌ+1	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	800	800	16062	245	15	LEVEL	22	LIMIT_NONE	0	APPLY_CAST_SPEED	4	APPLY_RESIST_BOW	2	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16062	±Ý¸ñ°ÉÀÌ+2	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	1100	1100	16063	246	15	LEVEL	22	LIMIT_NONE	0	APPLY_CAST_SPEED	6	APPLY_RESIST_BOW	3	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16063	±Ý¸ñ°ÉÀÌ+3	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	1700	1700	16064	247	15	LEVEL	22	LIMIT_NONE	0	APPLY_CAST_SPEED	8	APPLY_RESIST_BOW	4	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16064	±Ý¸ñ°ÉÀÌ+4	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	2500	2500	16065	248	15	LEVEL	22	LIMIT_NONE	0	APPLY_CAST_SPEED	10	APPLY_RESIST_BOW	5	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16065	±Ý¸ñ°ÉÀÌ+5	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	4000	4000	16066	249	15	LEVEL	22	LIMIT_NONE	0	APPLY_CAST_SPEED	12	APPLY_RESIST_BOW	6	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16066	±Ý¸ñ°ÉÀÌ+6	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	6000	6000	16067	250	15	LEVEL	22	LIMIT_NONE	0	APPLY_CAST_SPEED	14	APPLY_RESIST_BOW	7	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16067	±Ý¸ñ°ÉÀÌ+7	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	9000	9000	16068	251	15	LEVEL	22	LIMIT_NONE	0	APPLY_CAST_SPEED	16	APPLY_RESIST_BOW	8	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16068	±Ý¸ñ°ÉÀÌ+8	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	13000	13000	16069	252	15	LEVEL	22	LIMIT_NONE	0	APPLY_CAST_SPEED	18	APPLY_RESIST_BOW	9	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16069	±Ý¸ñ°ÉÀÌ+9	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	20000	20000	0	0	15	LEVEL	22	LIMIT_NONE	0	APPLY_CAST_SPEED	20	APPLY_RESIST_BOW	10	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16080	¿Á¸ñ°ÉÀÌ+0	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	1000	1000	16081	253	15	LEVEL	28	LIMIT_NONE	0	APPLY_CAST_SPEED	4	APPLY_DEX	1	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16081	¿Á¸ñ°ÉÀÌ+1	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	1600	1600	16082	254	15	LEVEL	28	LIMIT_NONE	0	APPLY_CAST_SPEED	6	APPLY_DEX	1	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16082	¿Á¸ñ°ÉÀÌ+2	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	2500	2500	16083	255	15	LEVEL	28	LIMIT_NONE	0	APPLY_CAST_SPEED	8	APPLY_DEX	1	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16083	¿Á¸ñ°ÉÀÌ+3	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	4000	4000	16084	256	15	LEVEL	28	LIMIT_NONE	0	APPLY_CAST_SPEED	10	APPLY_DEX	2	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16084	¿Á¸ñ°ÉÀÌ+4	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	8000	8000	16085	257	15	LEVEL	28	LIMIT_NONE	0	APPLY_CAST_SPEED	12	APPLY_DEX	2	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16085	¿Á¸ñ°ÉÀÌ+5	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	16000	16000	16086	258	15	LEVEL	28	LIMIT_NONE	0	APPLY_CAST_SPEED	14	APPLY_DEX	2	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16086	¿Á¸ñ°ÉÀÌ+6	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	32000	32000	16087	259	15	LEVEL	28	LIMIT_NONE	0	APPLY_CAST_SPEED	16	APPLY_DEX	3	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16087	¿Á¸ñ°ÉÀÌ+7	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	64000	64000	16088	260	15	LEVEL	28	LIMIT_NONE	0	APPLY_CAST_SPEED	18	APPLY_DEX	3	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16088	¿Á¸ñ°ÉÀÌ+8	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	120000	120000	16089	261	15	LEVEL	28	LIMIT_NONE	0	APPLY_CAST_SPEED	20	APPLY_DEX	3	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16089	¿Á¸ñ°ÉÀÌ+9	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	250000	250000	0	0	15	LEVEL	28	LIMIT_NONE	0	APPLY_CAST_SPEED	22	APPLY_DEX	4	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16100	Èæ´Ü¸ñ°ÉÀÌ+0	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	1000	1000	16101	253	15	LEVEL	33	LIMIT_NONE	0	APPLY_CAST_SPEED	4	APPLY_CON	1	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16101	Èæ´Ü¸ñ°ÉÀÌ+1	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	1600	1600	16102	254	15	LEVEL	33	LIMIT_NONE	0	APPLY_CAST_SPEED	6	APPLY_CON	1	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16102	Èæ´Ü¸ñ°ÉÀÌ+2	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	2500	2500	16103	255	15	LEVEL	33	LIMIT_NONE	0	APPLY_CAST_SPEED	8	APPLY_CON	1	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16103	Èæ´Ü¸ñ°ÉÀÌ+3	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	4000	4000	16104	256	15	LEVEL	33	LIMIT_NONE	0	APPLY_CAST_SPEED	10	APPLY_CON	2	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16104	Èæ´Ü¸ñ°ÉÀÌ+4	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	8000	8000	16105	257	15	LEVEL	33	LIMIT_NONE	0	APPLY_CAST_SPEED	12	APPLY_CON	2	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16105	Èæ´Ü¸ñ°ÉÀÌ+5	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	16000	16000	16106	258	15	LEVEL	33	LIMIT_NONE	0	APPLY_CAST_SPEED	14	APPLY_CON	2	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16106	Èæ´Ü¸ñ°ÉÀÌ+6	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	32000	32000	16107	259	15	LEVEL	33	LIMIT_NONE	0	APPLY_CAST_SPEED	16	APPLY_CON	3	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16107	Èæ´Ü¸ñ°ÉÀÌ+7	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	64000	64000	16108	260	15	LEVEL	33	LIMIT_NONE	0	APPLY_CAST_SPEED	18	APPLY_CON	3	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16108	Èæ´Ü¸ñ°ÉÀÌ+8	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	120000	120000	16109	261	15	LEVEL	33	LIMIT_NONE	0	APPLY_CAST_SPEED	20	APPLY_CON	3	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16109	Èæ´Ü¸ñ°ÉÀÌ+9	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	250000	250000	0	0	15	LEVEL	33	LIMIT_NONE	0	APPLY_CAST_SPEED	22	APPLY_CON	4	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16120	ÁøÁÖ¸ñ°ÉÀÌ+0	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	1000	1000	16121	253	15	LEVEL	38	LIMIT_NONE	0	APPLY_CAST_SPEED	4	APPLY_INT	1	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16121	ÁøÁÖ¸ñ°ÉÀÌ+1	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	1600	1600	16122	254	15	LEVEL	38	LIMIT_NONE	0	APPLY_CAST_SPEED	6	APPLY_INT	1	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16122	ÁøÁÖ¸ñ°ÉÀÌ+2	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	2500	2500	16123	255	15	LEVEL	38	LIMIT_NONE	0	APPLY_CAST_SPEED	8	APPLY_INT	1	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16123	ÁøÁÖ¸ñ°ÉÀÌ+3	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	4000	4000	16124	256	15	LEVEL	38	LIMIT_NONE	0	APPLY_CAST_SPEED	10	APPLY_INT	2	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16124	ÁøÁÖ¸ñ°ÉÀÌ+4	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	8000	8000	16125	257	15	LEVEL	38	LIMIT_NONE	0	APPLY_CAST_SPEED	12	APPLY_INT	2	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16125	ÁøÁÖ¸ñ°ÉÀÌ+5	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	16000	16000	16126	258	15	LEVEL	38	LIMIT_NONE	0	APPLY_CAST_SPEED	14	APPLY_INT	2	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16126	ÁøÁÖ¸ñ°ÉÀÌ+6	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	32000	32000	16127	259	15	LEVEL	38	LIMIT_NONE	0	APPLY_CAST_SPEED	16	APPLY_INT	3	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16127	ÁøÁÖ¸ñ°ÉÀÌ+7	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	64000	64000	16128	260	15	LEVEL	38	LIMIT_NONE	0	APPLY_CAST_SPEED	18	APPLY_INT	3	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16128	ÁøÁÖ¸ñ°ÉÀÌ+8	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	120000	120000	16129	261	15	LEVEL	38	LIMIT_NONE	0	APPLY_CAST_SPEED	20	APPLY_INT	3	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16129	ÁøÁÖ¸ñ°ÉÀÌ+9	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	250000	250000	0	0	15	LEVEL	38	LIMIT_NONE	0	APPLY_CAST_SPEED	22	APPLY_INT	4	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16140	¹é±Ý¸ñ°ÉÀÌ+0	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	1000	1000	16141	253	15	LEVEL	42	LIMIT_NONE	0	APPLY_CAST_SPEED	4	APPLY_STR	1	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16141	¹é±Ý¸ñ°ÉÀÌ+1	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	1600	1600	16142	254	15	LEVEL	42	LIMIT_NONE	0	APPLY_CAST_SPEED	6	APPLY_STR	1	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16142	¹é±Ý¸ñ°ÉÀÌ+2	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	2500	2500	16143	255	15	LEVEL	42	LIMIT_NONE	0	APPLY_CAST_SPEED	8	APPLY_STR	1	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16143	¹é±Ý¸ñ°ÉÀÌ+3	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	4000	4000	16144	256	15	LEVEL	42	LIMIT_NONE	0	APPLY_CAST_SPEED	10	APPLY_STR	2	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16144	¹é±Ý¸ñ°ÉÀÌ+4	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	8000	8000	16145	257	15	LEVEL	42	LIMIT_NONE	0	APPLY_CAST_SPEED	12	APPLY_STR	2	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16145	¹é±Ý¸ñ°ÉÀÌ+5	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	16000	16000	16146	258	15	LEVEL	42	LIMIT_NONE	0	APPLY_CAST_SPEED	14	APPLY_STR	2	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16146	¹é±Ý¸ñ°ÉÀÌ+6	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	32000	32000	16147	259	15	LEVEL	42	LIMIT_NONE	0	APPLY_CAST_SPEED	16	APPLY_STR	3	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16147	¹é±Ý¸ñ°ÉÀÌ+7	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	64000	64000	16148	260	15	LEVEL	42	LIMIT_NONE	0	APPLY_CAST_SPEED	18	APPLY_STR	3	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16148	¹é±Ý¸ñ°ÉÀÌ+8	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	120000	120000	16149	261	15	LEVEL	42	LIMIT_NONE	0	APPLY_CAST_SPEED	20	APPLY_STR	3	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16149	¹é±Ý¸ñ°ÉÀÌ+9	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	250000	250000	0	0	15	LEVEL	42	LIMIT_NONE	0	APPLY_CAST_SPEED	22	APPLY_STR	4	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16160	¼öÁ¤¸ñ°ÉÀÌ+0	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	2000	2000	16161	262	15	LEVEL	46	LIMIT_NONE	0	APPLY_CAST_SPEED	6	APPLY_SP_REGEN	8	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16161	¼öÁ¤¸ñ°ÉÀÌ+1	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	3200	3200	16162	263	15	LEVEL	46	LIMIT_NONE	0	APPLY_CAST_SPEED	8	APPLY_SP_REGEN	10	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16162	¼öÁ¤¸ñ°ÉÀÌ+2	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	5000	5000	16163	264	15	LEVEL	46	LIMIT_NONE	0	APPLY_CAST_SPEED	10	APPLY_SP_REGEN	12	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16163	¼öÁ¤¸ñ°ÉÀÌ+3	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	8000	8000	16164	265	15	LEVEL	46	LIMIT_NONE	0	APPLY_CAST_SPEED	12	APPLY_SP_REGEN	15	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16164	¼öÁ¤¸ñ°ÉÀÌ+4	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	16000	16000	16165	266	15	LEVEL	46	LIMIT_NONE	0	APPLY_CAST_SPEED	14	APPLY_SP_REGEN	19	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16165	¼öÁ¤¸ñ°ÉÀÌ+5	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	32000	32000	16166	267	15	LEVEL	46	LIMIT_NONE	0	APPLY_CAST_SPEED	16	APPLY_SP_REGEN	24	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16166	¼öÁ¤¸ñ°ÉÀÌ+6	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	64000	64000	16167	268	15	LEVEL	46	LIMIT_NONE	0	APPLY_CAST_SPEED	18	APPLY_SP_REGEN	30	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16167	¼öÁ¤¸ñ°ÉÀÌ+7	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	120000	120000	16168	269	15	LEVEL	46	LIMIT_NONE	0	APPLY_CAST_SPEED	20	APPLY_SP_REGEN	36	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16168	¼öÁ¤¸ñ°ÉÀÌ+8	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	250000	250000	16169	270	15	LEVEL	46	LIMIT_NONE	0	APPLY_CAST_SPEED	22	APPLY_SP_REGEN	45	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16169	¼öÁ¤¸ñ°ÉÀÌ+9	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	500000	500000	0	0	15	LEVEL	46	LIMIT_NONE	0	APPLY_CAST_SPEED	24	APPLY_SP_REGEN	56	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16180	ÀÚ¼öÁ¤¸ñ°ÉÀÌ+0	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	2000	2000	16181	262	15	LEVEL	50	LIMIT_NONE	0	APPLY_CAST_SPEED	6	APPLY_HP_REGEN	8	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16181	ÀÚ¼öÁ¤¸ñ°ÉÀÌ+1	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	3200	3200	16182	263	15	LEVEL	50	LIMIT_NONE	0	APPLY_CAST_SPEED	8	APPLY_HP_REGEN	10	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16182	ÀÚ¼öÁ¤¸ñ°ÉÀÌ+2	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	5000	5000	16183	264	15	LEVEL	50	LIMIT_NONE	0	APPLY_CAST_SPEED	10	APPLY_HP_REGEN	12	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16183	ÀÚ¼öÁ¤¸ñ°ÉÀÌ+3	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	8000	8000	16184	265	15	LEVEL	50	LIMIT_NONE	0	APPLY_CAST_SPEED	12	APPLY_HP_REGEN	15	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16184	ÀÚ¼öÁ¤¸ñ°ÉÀÌ+4	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	16000	16000	16185	266	15	LEVEL	50	LIMIT_NONE	0	APPLY_CAST_SPEED	14	APPLY_HP_REGEN	19	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16185	ÀÚ¼öÁ¤¸ñ°ÉÀÌ+5	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	32000	32000	16186	267	15	LEVEL	50	LIMIT_NONE	0	APPLY_CAST_SPEED	16	APPLY_HP_REGEN	24	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16186	ÀÚ¼öÁ¤¸ñ°ÉÀÌ+6	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	64000	64000	16187	268	15	LEVEL	50	LIMIT_NONE	0	APPLY_CAST_SPEED	18	APPLY_HP_REGEN	30	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16187	ÀÚ¼öÁ¤¸ñ°ÉÀÌ+7	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	120000	120000	16188	269	15	LEVEL	50	LIMIT_NONE	0	APPLY_CAST_SPEED	20	APPLY_HP_REGEN	36	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
16188	ÀÚ¼öÁ¤¸ñ°ÉÀÌ+8	ITEM_ARMOR	ARMOR_NECK	1	NONE	NONE	WEAR_NECK	NONE	250000	250000	16189	270	15	LEVEL	50	LIMIT_NONE	0	APPLY_CAST_SPEED	22	APPLY_HP_REGEN	45	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
